"""",2005,"""",:,"""",AFA.png,"""",","
"""",2006,"""",:,"""",AKR.png,"""",","
"""",333,"""",:,"""",AL.png,"""",","
"""",2026,"""",:,"""",APP.png,"""",","
"""",12,"""",:,"""",ARIZ.png,"""",","
"""",8,"""",:,"""",ARK.png,"""",","
"""",349,"""",:,"""",ARMY.png,"""",","
"""",2032,"""",:,"""",ARST.png,"""",","
"""",9,"""",:,"""",ASU.png,"""",","
"""",2,"""",:,"""",AUB.png,"""",","
"""",2050,"""",:,"""",BALL.png,"""",","
"""",239,"""",:,"""",BAY.png,"""",","
"""",103,"""",:,"""",BC.png,"""",","
"""",189,"""",:,"""",BGSU.png,"""",","
"""",68,"""",:,"""",BSU.png,"""",","
"""",2084,"""",:,"""",BUFF.png,"""",","
"""",252,"""",:,"""",BYU.png,"""",","
"""",25,"""",:,"""",CAL.png,"""",","
"""",324,"""",:,"""",CCU.png,"""",","
"""",2132,"""",:,"""",CIN.png,"""",","
"""",228,"""",:,"""",CLEM.png,"""",","
"""",38,"""",:,"""",COLO.png,"""",","
"""",36,"""",:,"""",CSU.png,"""",","
"""",150,"""",:,"""",DUKE.png,"""",","
"""",151,"""",:,"""",ECU.png,"""",","
"""",2226,"""",:,"""",FAU.png,"""",","
"""",57,"""",:,"""",FLA.png,"""",","
"""",278,"""",:,"""",FRES.png,"""",","
"""",52,"""",:,"""",FSU.png,"""",","
"""",290,"""",:,"""",GASU.png,"""",","
"""",2247,"""",:,"""",GSU.png,"""",","
"""",59,"""",:,"""",GT.png,"""",","
"""",62,"""",:,"""",HAW.png,"""",","
"""",248,"""",:,"""",HOU.png,"""",","
"""",356,"""",:,"""",ILL.png,"""",","
"""",2294,"""",:,"""",IOWA.png,"""",","
"""",66,"""",:,"""",ISU.png,"""",","
"""",84,"""",:,"""",IU.png,"""",","
"""",256,"""",:,"""",JMU.png,"""",","
"""",2309,"""",:,"""",KENT.png,"""",","
"""",2306,"""",:,"""",KSU.png,"""",","
"""",2305,"""",:,"""",KU.png,"""",","
"""",2335,"""",:,"""",LIB.png,"""",","
"""",97,"""",:,"""",LOU.png,"""",","
"""",99,"""",:,"""",LSU.png,"""",","
"""",120,"""",:,"""",MD.png,"""",","
"""",235,"""",:,"""",MEM.png,"""",","
"""",2390,"""",:,"""",MIA.png,"""",","
"""",130,"""",:,"""",MICH.png,"""",","
"""",135,"""",:,"""",MINN.png,"""",","
"""",145,"""",:,"""",MISS.png,"""",","
"""",142,"""",:,"""",MIZ.png,"""",","
"""",276,"""",:,"""",MRSH.png,"""",","
"""",344,"""",:,"""",MSST.png,"""",","
"""",127,"""",:,"""",MSU.png,"""",","
"""",2426,"""",:,"""",NAVY.png,"""",","
"""",152,"""",:,"""",NCST.png,"""",","
"""",87,"""",:,"""",ND.png,"""",","
"""",158,"""",:,"""",NEB.png,"""",","
"""",2440,"""",:,"""",NEV.png,"""",","
"""",2459,"""",:,"""",NIU.png,"""",","
"""",2466,"""",:,"""",NW.png,"""",","
"""",195,"""",:,"""",OHIO.png,"""",","
"""",197,"""",:,"""",OKST.png,"""",","
"""",2483,"""",:,"""",ORE.png,"""",","
"""",204,"""",:,"""",ORST.png,"""",","
"""",194,"""",:,"""",OSU.png,"""",","
"""",201,"""",:,"""",OU.png,"""",","
"""",221,"""",:,"""",PITT.png,"""",","
"""",213,"""",:,"""",PSU.png,"""",","
"""",2509,"""",:,"""",PUR.png,"""",","
"""",164,"""",:,"""",RUTG.png,"""",","
"""",2579,"""",:,"""",SC.png,"""",","
"""",21,"""",:,"""",SDSU.png,"""",","
"""",23,"""",:,"""",SJSU.png,"""",","
"""",2567,"""",:,"""",SMU.png,"""",","
"""",24,"""",:,"""",STAN.png,"""",","
"""",183,"""",:,"""",SYR.png,"""",","
"""",245,"""",:,"""",TA&M.png,"""",","
"""",2628,"""",:,"""",TCU.png,"""",","
"""",2633,"""",:,"""",TENN.png,"""",","
"""",251,"""",:,"""",TEX.png,"""",","
"""",202,"""",:,"""",TLSA.png,"""",","
"""",2635,"""",:,"""",TNTC.png,"""",","
"""",2649,"""",:,"""",TOL.png,"""",","
"""",2653,"""",:,"""",TROY.png,"""",","
"""",2641,"""",:,"""",TTU.png,"""",","
"""",2655,"""",:,"""",TULN.png,"""",","
"""",2116,"""",:,"""",UCF.png,"""",","
"""",26,"""",:,"""",UCLA.png,"""",","
"""",61,"""",:,"""",UGA.png,"""",","
"""",96,"""",:,"""",UK.png,"""",","
"""",309,"""",:,"""",ULL.png,"""",","
"""",153,"""",:,"""",UNC.png,"""",","
"""",249,"""",:,"""",UNT.png,"""",","
"""",6,"""",:,"""",USA.png,"""",","
"""",30,"""",:,"""",USC.png,"""",","
"""",328,"""",:,"""",USU.png,"""",","
"""",254,"""",:,"""",UTAH.png,"""",","
"""",2630,"""",:,"""",UTM.png,"""",","
"""",2636,"""",:,"""",UTSA.png,"""",","
"""",258,"""",:,"""",UVA.png,"""",","
"""",238,"""",:,"""",VAN.png,"""",","
"""",259,"""",:,"""",VT.png,"""",","
"""",154,"""",:,"""",WAKE.png,"""",","
"""",264,"""",:,"""",WASH.png,"""",","
"""",275,"""",:,"""",WISC.png,"""",","
"""",98,"""",:,"""",WKU.png,"""",","
"""",265,"""",:,"""",WSU.png,"""",","
"""",277,"""",:,"""",WVU.png,"""",","
